Employee ID,Burn Rate
fffe31003300390039003000,0.6184723740376088
fffe31003300310037003800,0.35250040912592195
fffe33003400380035003900,0.36833250707982895
fffe3100370039003200,0.3835040888947169
fffe32003600390036003700,0.5324659810962741
fffe3600390032003200,0.5328895267968587
fffe3600370032003200,0.32095410138368297
fffe32003900390030003000,0.6919258325138804
fffe3100370031003000,0.607149531331941
fffe31003500320037003600,0.4461130462739383
fffe3400370031003100,0.39836554720936207
fffe32003800300035003300,0.35084055390119506
fffe31003700380037003700,0.3872672671418151
fffe33003400300038003900,0.5837600177912613
fffe33003100300039003600,0.6154978696476195
fffe33003400380038003300,0.5615053529623866
fffe33003400310032003500,0.6103999149878474
fffe33003400360032003000,0.8115935658484806
fffe32003800360033003400,0.248084426893281
fffe3600350031003700,0.4317601698331542
fffe3200310033003500,0.3778557996006481
fffe370039003500,0.19353206580483942
fffe32003500340036003200,0.48472822895422873
fffe360038003200,0.6066975200575652
fffe31003800300039003900,0.5572502713323075
fffe32003500310034003200,0.38762872673522014
fffe33003100320039003300,0.4879915722400225
fffe33003000330034003700,0.3374132242655025
fffe32003500310039003300,0.3291367170285134
fffe31003500310033003200,0.2503544293006878
fffe31003900320038003800,0.2932172460007026
fffe31003400340039003000,0.8642014098335806
fffe390033003000,0.391709709858754
fffe3700360033003400,0.0012545540805427363
fffe31003700390034003900,0.1564797886469997
fffe31003700360035003900,0.6170643475421208
fffe31003200370037003900,0.36847742455342114
fffe31003400310038003500,0.37681568757480505
fffe32003200370033003000,0.34926427364325335
fffe31003300320036003300,0.32958474226403867
fffe3900390034003600,0.6304075711010602
fffe32003300310032003600,0.24701615070471702
fffe3500360039003300,0.9267545552544444
fffe3700340039003900,0.7081007318205071
fffe31003400370032003200,0.2880582485281951
fffe360032003200,0.23112953195196992
fffe33003100340030003600,0.6281996041581852
fffe31003500300037003700,0.29219674608853435
fffe31003600390038003800,0.3593014379545366
fffe33003300360030003500,0.5496222419429779
fffe3900380030003300,0.32834630912116514
fffe31003700330034003500,0.38502572417621617
fffe31003500360036003900,0.31561849036013234
